run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
1,51,60,1,327773,1.0,"[[""389"", ""399"", ""334"", ""363"", ""414"", ""35"", ""401"", ""532"", ""193"", ""207""]]"
1,52,23,1,340096,1.0,"[[""299"", ""847"", ""184"", ""48"", ""946"", ""436"", ""587"", ""722"", ""63"", ""809""]]"
1,53,39,1,329065,1.0,"[[""356"", ""497"", ""330"", ""924"", ""12"", ""441"", ""158"", ""692"", ""323"", ""470""]]"
1,54,28,1,324888,1.0,"[[""606"", ""683"", ""722"", ""309"", ""231"", ""748"", ""861"", ""369"", ""585"", ""979""]]"
1,55,33,1,328485,1.0,"[[""794"", ""881"", ""703"", ""66"", ""950"", ""783"", ""706"", ""430"", ""653"", ""179""]]"
1,56,37,1,332933,1.0,"[[""723"", ""765"", ""986"", ""947"", ""179"", ""971"", ""858"", ""855"", ""672"", ""106""]]"
1,57,47,1,333654,1.0,"[[""451"", ""867"", ""383"", ""111"", ""362"", ""108"", ""653"", ""481"", ""127"", ""924""]]"
1,58,25,1,327613,1.0,"[[""794"", ""785"", ""229"", ""578"", ""550"", ""466"", ""119"", ""706"", ""584"", ""331""]]"
1,59,63,1,339795,1.0,"[[""878"", ""594"", ""782"", ""9"", ""84"", ""761"", ""621"", ""372"", ""94"", ""355""]]"
1,60,17,1,332602,1.0,"[[""68"", ""152"", ""343"", ""917"", ""725"", ""583"", ""107"", ""61"", ""532"", ""95""]]"
1,61,53,1,327102,1.0,"[[""11"", ""525"", ""439"", ""264"", ""15"", ""877"", ""524"", ""472"", ""80"", ""291""]]"
1,62,21,1,327122,1.0,"[[""201"", ""788"", ""895"", ""911"", ""403"", ""772"", ""17"", ""517"", ""342"", ""351""]]"
1,63,49,1,331410,1.0,"[[""232"", ""913"", ""502"", ""22"", ""763"", ""478"", ""328"", ""970"", ""536"", ""452""]]"
2,0,3,1,335197,1.0,"[[""695"", ""49"", ""52"", ""459"", ""93"", ""805"", ""671"", ""25"", ""168"", ""672""]]"
2,1,5,1,336749,1.0,"[[""868"", ""698"", ""645"", ""196"", ""281"", ""133"", ""526"", ""559"", ""741"", ""839""]]"
2,2,37,1,323485,1.0,"[[""723"", ""765"", ""986"", ""947"", ""179"", ""971"", ""858"", ""855"", ""672"", ""106""]]"
2,3,7,1,328725,1.0,"[[""516"", ""930"", ""745"", ""405"", ""928"", ""828"", ""990"", ""862"", ""946"", ""836""]]"
2,4,31,1,332251,1.0,"[[""772"", ""689"", ""427"", ""845"", ""830"", ""342"", ""117"", ""551"", ""887"", ""382""]]"
2,5,45,1,326430,1.0,"[[""954"", ""920"", ""126"", ""680"", ""441"", ""151"", ""327"", ""105"", ""878"", ""828""]]"
2,6,15,1,326751,1.0,"[[""836"", ""458"", ""566"", ""798"", ""778"", ""421"", ""595"", ""43"", ""324"", ""467""]]"
2,7,12,1,336499,1.0,"[[""524"", ""663"", ""487"", ""230"", ""349"", ""324"", ""841"", ""712"", ""925"", ""327""]]"
2,8,57,1,331731,1.0,"[[""13"", ""685"", ""947"", ""595"", ""848"", ""310"", ""723"", ""43"", ""688"", ""187""]]"
2,9,25,1,339354,1.0,"[[""794"", ""785"", ""229"", ""578"", ""550"", ""466"", ""119"", ""706"", ""584"", ""331""]]"
2,10,59,1,330638,1.0,"[[""121"", ""541"", ""69"", ""99"", ""411"", ""293"", ""307"", ""647"", ""38"", ""971""]]"
2,11,19,1,336499,1.0,"[[""409"", ""467"", ""187"", ""374"", ""491"", ""961"", ""711"", ""543"", ""670"", ""867""]]"
2,12,27,1,331250,1.0,"[[""619"", ""855"", ""863"", ""605"", ""41"", ""129"", ""904"", ""78"", ""157"", ""387""]]"
2,13,17,1,324627,1.0,"[[""68"", ""152"", ""343"", ""917"", ""725"", ""583"", ""107"", ""61"", ""532"", ""95""]]"
2,14,46,1,332762,1.0,"[[""128"", ""977"", ""239"", ""541"", ""970"", ""216"", ""744"", ""108"", ""120"", ""650""]]"
2,15,40,1,328414,1.0,"[[""971"", ""159"", ""887"", ""645"", ""497"", ""723"", ""982"", ""915"", ""359"", ""999""]]"
